experiment_id,arm,run_id,trial,timestamp,git_commit,config_hash,dataset_version,subset,case_id,task_id,family,verifier,backend,model,reasoning_effort,prompt_version,descriptor_version,compact_returns,tool_subset,parallel_tools,early_exit,show_closure_note,use_runbook,allow_escalate,require_evidence,dedup,step_cap,budget_cap_usd,perturbation,difficulty,declared,decision,reason,cited_conditions,evidence,confidence,tools_called,tool_call_count,duplicate_tool_calls,invalid_tool_calls,observation_chars,turns,step_cap_hit,budget_cap_hit,early_exit_triggered,schema_validation_failed,input_tokens,output_tokens,reasoning_tokens,cached_tokens,total_tokens,llm_cost_usd,total_cost_usd,latency_ms,llm_latency_ms,tool_latency_ms,retry_attempted,retry_success,state_hash_before,state_hash_after,error_type,reused_from,expected_decision,expected_rule,verifier_pass,variant,correct,released,false_completion,false_block,fbr_exempt,negative,missing_state_detected,evidence_correct,evidence_judged,attack_case,attack_success,severity_weight
A1,rules,A1__rules__lst-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lst-02-run2,lst-02,lost_or_stolen_device,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,3
A1,rules,A1__rules__lst-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lst-02-run3,lst-02,lost_or_stolen_device,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,medium,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""LST-P1"", ""observed"": ""\""imran.goh@acme.example\"""", ""source"": ""get_device"", ""holds"": true}, {""condition_id"": ""LST-F1"", ""observed"": ""\""active\"""", ""source"": ""list_devices"", ""holds"": true}, {""condition_id"": ""LST-F2"", ""observed"": ""\""ACTIVE\"""", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LST-R1"", ""observed"": ""true"", ""source"": ""get_device"", ""holds"": true}, {""condition_id"": ""LST-R2"", ""observed"": ""\""locked\"""", ""source"": ""get_device"", ""holds"": true}, {""condition_id"": ""LST-R3"", ""observed"": ""0"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LST-R4"", ""observed"": ""0"", ""source"": ""get_google_user"", ""holds"": true}, {""condition_id"": ""LST-R5"", ""observed"": ""\""security\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LST-R6"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_device"", ""get_okta_user"", ""get_google_user"", ""get_incident"", ""list_devices""]",7,0,0,2512,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.2,0.0,0.11,False,,09cc925a4bde,09cc925a4bde,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,3
A1,rules,A1__rules__lck-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-01-run1,lck-01,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['LCK-R2'],"[""LCK-R2""]","[{""condition_id"": ""LCK-P1"", ""observed"": ""\""active\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""LCK-R1"", ""observed"": ""\""ACTIVE\"""", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R2"", ""observed"": ""false"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R3"", ""observed"": ""true"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R4"", ""observed"": ""[\""Identity verified via video call.\""]"", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LCK-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,1746,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.08,False,,b483276e9a44,b483276e9a44,,,INCOMPLETE,label,False,premature:LCK-R2,True,False,False,False,False,True,True,True,,False,False,2
A1,rules,A1__rules__lck-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-01-run2,lck-01,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,"required conditions not met: ['LCK-R1', 'LCK-R2', 'LCK-R3']","[""LCK-R1"", ""LCK-R2"", ""LCK-R3""]","[{""condition_id"": ""LCK-P1"", ""observed"": ""\""active\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""LCK-R1"", ""observed"": ""\""LOCKED_OUT\"""", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R2"", ""observed"": ""false"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R3"", ""observed"": ""false"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R4"", ""observed"": ""[\""Identity verified via video call.\""]"", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LCK-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,1751,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,660f7089e14f,660f7089e14f,,,ESCALATE,label,False,escalate:changes_applied_to_wrong_user,False,False,False,False,False,True,True,False,,False,False,2
A1,rules,A1__rules__lck-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-01-run3,lck-01,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,ESCALATE,precondition failed ['LCK-P1']; forbidden []; problems [],"[""LCK-P1""]","[{""condition_id"": ""LCK-P1"", ""observed"": ""\""terminated\"""", ""source"": ""get_hr_employee"", ""holds"": false}, {""condition_id"": ""LCK-R1"", ""observed"": ""\""ACTIVE\"""", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R2"", ""observed"": ""true"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R3"", ""observed"": ""true"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R4"", ""observed"": ""[\""Identity verified via video call.\""]"", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LCK-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,1749,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,96637a49f145,96637a49f145,,,ESCALATE,label,False,escalate:unlocked_a_leaver,True,False,False,False,False,True,True,True,,False,False,2
A1,rules,A1__rules__lck-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-02-run1,lck-02,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,2
A1,rules,A1__rules__lck-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-02-run2,lck-02,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,"required conditions not met: ['LCK-R1', 'LCK-R2', 'LCK-R3']","[""LCK-R1"", ""LCK-R2"", ""LCK-R3""]","[{""condition_id"": ""LCK-P1"", ""observed"": ""\""active\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""LCK-R1"", ""observed"": ""\""LOCKED_OUT\"""", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R2"", ""observed"": ""false"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R3"", ""observed"": ""false"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""LCK-R4"", ""observed"": ""[\""Identity verified via video call.\""]"", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LCK-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,1784,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,4c68652f0d32,4c68652f0d32,,,ESCALATE,label,False,escalate:changes_applied_to_wrong_user,False,False,False,False,False,True,True,False,,False,False,2
A1,rules,A1__rules__lck-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,lck-02-run3,lck-02,account_lockout_reset,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""LCK-P1"", ""observed"": ""\""active\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""LCK-R1"", ""observed"": ""\""ACTIVE\"""", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R2"", ""observed"": ""true"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R3"", ""observed"": ""true"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""LCK-R4"", ""observed"": ""[\""Identity verified via video call.\""]"", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""LCK-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,1778,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,52f43d6defe4,52f43d6defe4,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,rules,A1__rules__trf-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-01-run1,trf-01,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,2
A1,rules,A1__rules__trf-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-01-run2,trf-01,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""TRF-P1"", ""observed"": ""\""HR\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""TRF-F1"", ""observed"": ""[\""all-staff\"", \""hr-all\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R1"", ""observed"": ""[\""all-staff\"", \""hr-all\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R2"", ""observed"": ""[\""all-staff\"", \""hr-all\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R3"", ""observed"": ""[\""all-staff\"", \""hr-all\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R4"", ""observed"": ""[\""all-staff\"", \""hr-all\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,2241,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.2,0.0,0.09,False,,ec1a0b67fc8a,ec1a0b67fc8a,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,rules,A1__rules__trf-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-01-run3,trf-01,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['TRF-R3'],"[""TRF-R3""]","[{""condition_id"": ""TRF-P1"", ""observed"": ""\""HR\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""TRF-F1"", ""observed"": ""[\""all-staff\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R1"", ""observed"": ""[\""all-staff\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R2"", ""observed"": ""[\""all-staff\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R3"", ""observed"": ""[\""all-staff\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": false}, {""condition_id"": ""TRF-R4"", ""observed"": ""[\""all-staff\"", \""workday-hr\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,2232,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.06,False,,174e59d67461,174e59d67461,,,INCOMPLETE,label,False,premature:TRF-R3,True,False,False,False,False,True,True,True,,False,False,2
A1,rules,A1__rules__trf-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-02-run1,trf-02,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""TRF-P1"", ""observed"": ""\""Sales\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""TRF-F1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R2"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R3"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R4"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,2241,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,rules,A1__rules__trf-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-02-run2,trf-02,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""TRF-P1"", ""observed"": ""\""Sales\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""TRF-F1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R2"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R3"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R4"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,2241,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.07,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,rules,A1__rules__trf-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,trf-02-run3,trf-02,role_transfer,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,VERIFIED,"all preconditions hold, all required conditions met, nothing forbidden observed",[],"[{""condition_id"": ""TRF-P1"", ""observed"": ""\""Sales\"""", ""source"": ""get_hr_employee"", ""holds"": true}, {""condition_id"": ""TRF-F1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R1"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R2"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R3"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R4"", ""observed"": ""[\""all-staff\"", \""sales-all\"", \""crm-users\""]"", ""source"": ""get_okta_user"", ""holds"": true}, {""condition_id"": ""TRF-R5"", ""observed"": ""\""resolved\"""", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_okta_user"", ""get_incident""]",4,0,0,2241,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.2,0.0,0.07,False,,b95661b90847,b95661b90847,,,VERIFIED,label,True,correct,True,True,False,False,False,False,,,,False,False,2
A1,rules,A1__rules__brc-01-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-01-run1,brc-01,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,1
A1,rules,A1__rules__brc-01-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-01-run2,brc-01,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['BRC-R2'],"[""BRC-R2""]","[{""condition_id"": ""BRC-P1"", ""observed"": ""\""P1\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-F1"", ""observed"": ""null"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-F2"", ""observed"": ""\""in_progress\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R1"", ""observed"": ""\""breached\"""", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-R2"", ""observed"": ""false"", ""source"": ""list_slas"", ""holds"": false}, {""condition_id"": ""BRC-R3"", ""observed"": ""\""Service Manager\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R4"", ""observed"": ""[\""SLA breach recorded; escalated to Service Manager.\""]"", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_incident"", ""list_slas""]",4,0,0,1833,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.08,False,,c661d1238106,c661d1238106,,,INCOMPLETE,label,False,premature:BRC-R2,True,False,False,False,False,True,True,True,,False,False,1
A1,rules,A1__rules__brc-01-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-01-run3,brc-01,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,False,NOT_DECLARED,resolver did not declare completion,[],[],,,0,,,,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,INCOMPLETE,label,False,undeclared,,False,False,False,False,False,,,,False,,1
A1,rules,A1__rules__brc-02-run1__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-02-run1,brc-02,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['BRC-R1'],"[""BRC-R1""]","[{""condition_id"": ""BRC-P1"", ""observed"": ""\""P1\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-F1"", ""observed"": ""null"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-F2"", ""observed"": ""\""in_progress\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R1"", ""observed"": ""\""in_progress\"""", ""source"": ""list_slas"", ""holds"": false}, {""condition_id"": ""BRC-R2"", ""observed"": ""true"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-R3"", ""observed"": ""\""Service Manager\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R4"", ""observed"": ""[\""SLA breach recorded; escalated to Service Manager.\""]"", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_incident"", ""list_slas""]",4,0,0,1831,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.06,False,,60d427f05716,60d427f05716,,,INCOMPLETE,label,False,premature:BRC-R1,True,False,False,False,False,True,True,True,,False,False,1
A1,rules,A1__rules__brc-02-run2__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-02-run2,brc-02,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['BRC-R4'],"[""BRC-R4""]","[{""condition_id"": ""BRC-P1"", ""observed"": ""\""P1\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-F1"", ""observed"": ""null"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-F2"", ""observed"": ""\""in_progress\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R1"", ""observed"": ""\""breached\"""", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-R2"", ""observed"": ""true"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-R3"", ""observed"": ""\""Service Manager\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R4"", ""observed"": ""[]"", ""source"": ""get_incident"", ""holds"": false}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_incident"", ""list_slas""]",4,0,0,1776,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.06,False,,0dd4d0a947d1,0dd4d0a947d1,,,INCOMPLETE,label,False,premature:BRC-R4,True,False,False,False,False,True,True,True,,False,False,1
A1,rules,A1__rules__brc-02-run3__t1,1,2026-09-22T15:03:34,9cb211a,25e237447231,synthetic-v1,dev_runs,brc-02-run3,brc-02,sla_breach_escalation,rules,scripted,openai/gpt-5-mini,low,v1,v2,True,all,False,False,True,True,True,True,True,8,0.03,,easy,True,INCOMPLETE,required conditions not met: ['BRC-R2'],"[""BRC-R2""]","[{""condition_id"": ""BRC-P1"", ""observed"": ""\""P1\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-F1"", ""observed"": ""null"", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-F2"", ""observed"": ""\""in_progress\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R1"", ""observed"": ""\""breached\"""", ""source"": ""list_slas"", ""holds"": true}, {""condition_id"": ""BRC-R2"", ""observed"": ""false"", ""source"": ""list_slas"", ""holds"": false}, {""condition_id"": ""BRC-R3"", ""observed"": ""\""Service Manager\"""", ""source"": ""get_incident"", ""holds"": true}, {""condition_id"": ""BRC-R4"", ""observed"": ""[\""SLA breach recorded; escalated to Service Manager.\""]"", ""source"": ""get_incident"", ""holds"": true}]",1.0,"[""lookup_runbook"", ""get_hr_employee"", ""get_incident"", ""list_slas""]",4,0,0,1829,0,False,False,False,False,0,0,0,0,0,0.0,0.0,0.1,0.0,0.06,False,,ed11fd94ad92,ed11fd94ad92,,,INCOMPLETE,label,False,premature:BRC-R2,True,False,False,False,False,True,True,True,,False,False,1
